"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT06","WT08"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-06-06","10.29",,"0.03","0.0","0.0","67","77","59","  330","  330","23.9","29.1",,,"    1",,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-06-07","12.30",,"0.00","0.0","0.0","65","72","56","  310","  290","21.9","28.0",,,,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-06-08","5.59",,"0.00","0.0","0.0","62","71","51","  220","  220","16.1","23.0",,,,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-06-09","7.61",,"0.06","0.0","0.0","64","72","58","  190","  190","19.9","21.9",,,,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-06-10","10.51",,"0.03","0.0","0.0","65","80","56","  300","  290","21.0","27.1","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-06-11","10.07",,"0.02","0.0","0.0","68","76","62","  180","  180","25.1","31.1","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-06-12","12.75",,"0.18","0.0","0.0","69","76","65","  110","  140","19.9","25.9","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-06-13","12.08",,"0.00","0.0","0.0","70","80","64","  240","  240","21.9","25.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-06-14","12.53",,"0.24","0.0","0.0","67","72","61","  260","  280","23.0","29.1","    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-06-15","12.30",,"0.00","0.0","0.0","69","80","61","  310","  310","18.1","32.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-06-16","6.49",,"0.20","0.0","0.0","69","78","61","  260","  260","19.9","23.0",,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-06-17","14.32",,"0.00","0.0","0.0","68","81","60","  360","  360","28.0","40.0",,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-06-18","10.29",,"0.00","0.0","0.0","71","82","64","  320","  310","21.0","25.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-06-19","8.95",,"0.00","0.0","0.0","69","77","63","  130","  130","16.1","19.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-06-20","10.29",,"0.00","0.0","0.0","67","75","61","   90","  120","16.1","19.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-06-21","14.54",,"0.00","0.0","0.0","65","72","60","  110","   80","23.9","29.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-06-22","11.63",,"0.00","0.0","0.0","65","73","58","   50","   40","21.0","27.1","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-06-23","8.95",,"0.00","0.0","0.0","66","70","63","  100","  120","16.1","21.0","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-06-24","8.05",,"0.03","0.0","0.0","69","76","66","  180","  180","18.1","21.0","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-06-25","6.26",,"0.00","0.0","0.0","72","83","65","  160","  150","15.0","18.1","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-06-26","9.62",,"0.01","0.0","0.0","72","81","68","  230","  230","25.1","35.1","    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-06-27","9.62",,"0.02","0.0","0.0","71","78","66","  180","  250","21.9","30.0","    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-06-28","6.93",,"0.17","0.0","0.0","72","83","67","  290","  290","19.9","23.9",,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-06-29","8.95",,"0.00","0.0","0.0","73","82","65","  180","  220","16.1","23.0","    1",,,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-06-30","8.50",,"0.00","0.0","0.0","73","83","67","  180","  180","16.1","18.1","    1",,,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-01","8.50",,"0.00","0.0","0.0","72","80","65","  170","  180","16.1","19.9","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-02","9.62",,"0.47","0.0","0.0","74","84","69","  180","  170","17.0","21.0","    1",,"    1",,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-03","9.40",,"0.18","0.0","0.0","78","87","73","  180","  180","16.1","19.9","    1",,"    1",,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-04","5.82",,"0.14","0.0","0.0","76","82","72","  190","  210","17.0","21.9","    1",,"    1",,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-05","7.38",,"0.00","0.0","0.0","78","88","70","  190","  200","16.1","19.9","    1",,,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-06","7.61",,"0.00","0.0","0.0","77","84","71","  150","  190","14.1","17.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-07","6.49",,"0.00","0.0","0.0","78","84","74","  170","  150","14.1","17.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-08","6.71",,"0.00","0.0","0.0","78","84","73","  170","  160","13.0","16.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-09","10.07",,"0.53","0.0","0.0","77","81","74","  150","  160","18.1","23.9","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-10","9.84",,"0.00","0.0","0.0","78","87","71","  340","  330","18.1","23.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-11","10.51",,"0.00","0.0","0.0","79","86","70","  200","  210","17.0","21.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-12","9.84",,"0.00","0.0","0.0","81","90","72","  180","  180","19.9","23.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-13","14.54",,"0.00","0.0","0.0","79","85","72","  180","  170","28.0","36.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-14","10.51",,"0.12","0.0","0.0","77","84","71","  270","  270","21.9","25.9",,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-15","8.50",,"0.00","0.0","0.0","78","86","72","  180","  180","21.0","25.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-16","9.40",,"0.45","0.0","0.0","77","81","74","  180","  180","23.0","27.1","    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-17","9.40",,"0.00","0.0","0.0","78","88","74","  180","  180","19.9","23.9","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-18","8.95",,"1.39","0.0","0.0","77","83","70","  250","  250","23.0","25.9","    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-19","5.37",,"0.12","0.0","0.0","74","78","70","  200","  200","18.1","21.0","    1",,,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-20","7.38",,"0.00","0.0","0.0","76","84","70","  180","  160","13.0","17.0","    1",,,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-21","10.74",,"0.04","0.0","0.0","77","83","73","  320","  180","17.0","21.9","    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-22","8.95",,"0.00","0.0","0.0","78","86","70","   20","  360","16.1","21.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-23","9.62",,"0.00","0.0","0.0","77","86","68","  200","  190","19.9","23.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-24","10.29",,"0.00","0.0","0.0","77","83","71","  170","  170","18.1","21.9",,,,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-25","7.38",,"0.24","0.0","0.0","76","84","69","  240","  240","30.0","36.0","    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-26","10.74",,"0.00","0.0","0.0","75","84","68","  190","  180","19.9","23.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-27","12.30",,"0.02","0.0","0.0","80","92","73","  240","  240","23.9","29.1","    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-28","7.38",,"0.04","0.0","0.0","83","91","76","  240","  190","19.9","23.0",,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-29","14.32",,"0.64","0.0","0.0","81","90","70","  270","  270","33.1","42.9",,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-30","12.53",,"0.00","0.0","0.0","74","81","66","  350","  350","23.0","31.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-31","9.84",,"0.00","0.0","0.0","74","83","64","  200","  200","21.9","25.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-08-01","9.17",,"0.00","0.0","0.0","73","81","66","  360","   30","18.1","23.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-08-02","8.50",,"0.00","0.0","0.0","71","78","62","  210","  180","14.1","18.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-08-03","13.87",,"0.00","0.0","0.0","71","78","63","  180","  170","23.9","29.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-08-04","13.42",,"0.00","0.0","0.0","72","76","70","  190","  190","21.0","25.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-08-05","8.28",,"0.00","0.0","0.0","76","84","69","  240","  240","18.1","21.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-08-06","9.17",,"0.00","0.0","0.0","76","81","67","  170","  180","16.1","19.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-08-07","15.43",,"0.83","0.0","0.0","74","79","68","  170","  180","23.9","31.1","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-08-08","15.21",,"0.03","0.0","0.0","74","82","71","  300","  300","29.1","36.9","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-08-09","15.21",,"0.00","0.0","0.0","77","87","69","  330","  290","23.9","33.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-08-10","6.93",,"0.66","0.0","0.0","74","78","69","  180","  170","19.9","23.9","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-08-11","10.74",,"0.00","0.0","0.0","74","86","67","  260","  250","21.9","29.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-08-12","10.51",,"0.15","0.0","0.0","75","81","66","  210","  190","28.0","34.0","    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-08-13","10.07",,"0.63","0.0","0.0","77","89","68","  280","  280","23.0","28.0","    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-08-14","7.61",,"0.00","0.0","0.0","77","83","69","  180","  180","18.1","21.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-08-15","9.17",,"0.33","0.0","0.0","76","81","71","  140","  140","19.9","23.9","    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-08-16","6.93",,"0.40","0.0","0.0","74","81","69","  140","  140","14.1","17.0","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-08-17","10.29",,"0.00","0.0","0.0","73","76","71","  120","  130","18.1","21.0","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-08-18","13.42",,"0.31","0.0","0.0","75","83","68","  310","  310","28.0","36.0","    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-08-19","13.20",,"0.00","0.0","0.0","71","79","63","  300","  300","21.0","25.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-08-20","9.40",,"0.00","0.0","0.0","74","82","63","  230","  240","17.0","25.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-08-21","9.62",,"0.00","0.0","0.0","78","88","70","  320","  330","17.0","23.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-08-22","11.63",,"0.00","0.0","0.0","75","79","66","   10","   10","23.0","28.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-08-23","8.95",,"0.00","0.0","0.0","70","77","63","  170","   20","14.1","16.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-08-24","12.08",,"0.02","0.0","0.0","70","73","68","  170","  160","21.0","25.9","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-08-25","13.20",,"0.41","0.0","0.0","72","77","70","  180","  190","21.0","25.9","    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-08-26","6.04",,"0.11","0.0","0.0","75","86","69","   30","   40","15.0","19.0","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-08-27","7.61",,"0.00","0.0","0.0","74","83","68","   30","   20","14.1","21.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-08-28","7.61",,"0.00","0.0","0.0","71","74","67","  110","  120","15.0","18.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-08-29","6.04",,"0.00","0.0","0.0","72","81","67","  140","  140","12.1","16.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-08-30","9.84",,"0.13","0.0","0.0","75","85","68","  330","  330","21.9","29.1","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-08-31","13.87",,"0.00","0.0","0.0","71","77","63","   30","   10","25.1","30.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-09-01","8.28",,"0.00","0.0","0.0","67","76","59","   50","   40","15.0","19.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-09-02","11.63",,"0.00","0.0","0.0","67","75","60","  190","  190","21.0","23.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-09-03","9.17",,"0.00","0.0","0.0","74","90","65","  270","  290","16.1","23.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-09-04","4.70",,"0.00","0.0","0.0","79","89","70","  210","  340","16.1","18.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-09-05","6.93",,"0.00","0.0","0.0","82","93","74","   10","  340","15.0","19.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-09-06","5.37",,"0.00","0.0","0.0","82","93","74","  200","  220","15.0","18.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-09-07","8.50",,"0.00","0.0","0.0","81","92","73","  180","  180","19.9","25.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-09-08","6.71",,"0.01","0.0","0.0","78","86","73","  320","  170","18.1","23.0","    1","    1","    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-09-09","6.93",,"0.00","0.0","0.0","78","84","73","  240","  240","13.0","16.1","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-09-10","6.49",,"1.11","0.0","0.0","74","80","69","  280","  290","25.1","31.1","    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-09-11","5.37",,"0.40","0.0","0.0","75","82","70","  310","  140","12.1","14.1","    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-09-12","6.93",,"0.00","0.0","0.0","73","81","69","  170","  170","14.1","17.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-09-13","9.62",,"0.02","0.0","0.0","75","79","70","  240","  160","19.9","23.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-09-14","12.97",,"0.00","0.0","0.0","72","80","63","  360","   20","21.9","30.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-09-15","15.88",,"0.00","0.0","0.0","64","71","58","  360","   10","23.9","32.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-09-16","13.65",,"0.00","0.0","0.0","67","78","61","  310","  300","23.0","27.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-09-17","7.61",,"0.00","0.0","0.0","68","73","56","  160","  310","14.1","17.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-09-18","8.50",,"0.70","0.0","0.0","67","71","62","  320","  320","21.0","25.1","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-09-19","11.86",,"0.00","0.0","0.0","66","76","59","  310","  290","21.0","33.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-09-20","8.72",,"0.00","0.0","0.0","67","76","56","  300","  290","17.0","21.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-09-21","7.16",,"0.00","0.0","0.0","66","74","57","   20","  350","16.1","21.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-09-22","13.20",,"0.00","0.0","0.0","64","73","57","   90","  100","23.9","31.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-09-23","20.13",,"0.96","0.0","0.0","61","63","58","   50","   40","28.0","36.0","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-09-24","16.33",,"0.56","0.0","0.0","63","65","62","   70","   60","25.9","31.1","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-09-25","15.21",,"0.35","0.0","0.0","61","62","57","   50","   40","29.1","40.0","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-09-26","11.41",,"0.01","0.0","0.0","59","61","53","   60","   50","21.9","28.0","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-09-27","9.84",,"0.00","0.0","0.0","58","67","51","   50","   50","18.1","23.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-09-28","9.84",,"0.62","0.0","0.0","59","67","54","   30","   40","17.0","19.9","    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-09-29","14.54",,"8.05","0.0","0.0","59","61","57","   50","   60","25.1","31.1","    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-09-30","12.08",,"0.22","0.0","0.0","60","68","56","  350","  330","18.1","23.0","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-10-01","10.51",,"0.00","0.0","0.0","66","77","59","   30","   20","18.1","21.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-10-02","8.05",,"0.00","0.0","0.0","69","78","61","   30","   30","17.0","21.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-10-03","5.82",,"0.00","0.0","0.0","65","75","56","  200","  190","13.0","14.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-10-04","6.04",,"0.00","0.0","0.0","69","78","61","  180","  240","12.1","13.0","    1",,,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-10-05","6.04",,"0.00","0.0","0.0","66","74","57","  130","  140","14.1","17.0","    1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-10-06","8.05",,"0.00","0.0","0.0","67","72","64","   90","   90","14.1","17.0","    1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-10-07","12.75",,"1.88","0.0","0.0","65","67","54","  300","  300","23.9","33.1","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-10-08","18.12",,"0.00","0.0","0.0","56","61","50","  270","  270","23.9","32.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-10-09","13.42",,"0.00","0.0","0.0","55","62","49","  250","  250","21.0","25.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-10-10","6.71",,"0.00","0.0","0.0","57","64","51","  250","  240","16.1","19.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-10-11","4.70",,"0.00","0.0","0.0","60","69","51","  240","  230","14.1","17.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-10-12","4.92",,"0.00","0.0","0.0","60","68","51","  350","  350","12.1","14.1","    1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-10-13","7.83",,"0.00","0.0","0.0","58","65","50","  330","  320","18.1","23.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-10-14","8.28",,"0.80","0.0","0.0","53","55","50","   30","   40","16.1","19.0","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-10-15","15.21",,"0.01","0.0","0.0","54","62","50","  360","  350","25.9","33.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-10-16","10.74",,"0.00","0.0","0.0","55","66","47","  330","  330","19.9","25.1",,,,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-10-17","5.37",,"0.00","0.0","0.0","56","65","49","  350","  360","13.0","16.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-10-18","4.92",,"0.00","0.0","0.0","58","65","50","  200","  220","10.1","12.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-10-19","10.51",,"0.00","0.0","0.0","57","64","50","  180","  170","21.0","23.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-10-20","12.08",,"0.67","0.0","0.0","61","64","60","  170","  180","23.0","29.1","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-10-21","13.65",,"0.12","0.0","0.0","61","66","57","  300","  300","29.1","38.0","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-10-22","19.69",,"0.00","0.0","0.0","56","61","47","  320","  320","32.0","40.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-10-23","12.08",,"0.00","0.0","0.0","53","62","44","  310","  320","23.9","31.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-10-24","7.61",,"0.00","0.0","0.0","53","63","43","  230","  240","15.0","19.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-10-25","9.17",,"0.00","0.0","0.0","58","70","49","  230","  230","17.0","19.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-10-26","6.71",,"0.00","0.0","0.0","61","74","52","  240","  150","12.1","16.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-10-27","8.28",,"0.00","0.0","0.0","62","71","55","  250","  230","14.1","18.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-10-28","10.07",,"0.00","0.0","0.0","68","81","58","  360","  280","17.0","21.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-10-29","10.29",,"0.17","0.0","0.0","59","64","52","   60","   30","17.0","21.0","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-10-30","10.51",,"0.40","0.0","0.0","57","62","50","  310","  310","23.9","30.0","    1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-10-31","8.95",,"0.00","0.0","0.0","50","53","45","  330","  320","18.1","23.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-11-01","13.42",,"0.02","0.0","0.0","46","50","38","  320","  320","25.1","31.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-11-02","9.17",,"0.00","0.0","0.0","42","50","34","  230","  220","16.1","19.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-11-03","12.08",,"0.00","0.0","0.0","47","55","39","  190","  190","21.0","25.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-11-04","7.61",,"0.00","0.0","0.0","51","58","44","  230","  230","15.0","18.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-11-05","6.04",,"0.00","0.0","0.0","54","65","43","  350","  350","18.1","21.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-11-06","8.05",,"0.00","0.0","0.0","50","56","43","  180","  190","18.1","23.0",,,,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-11-07","10.96",,"0.01","0.0","0.0","57","63","53","  330","  320","25.9","33.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-11-08","12.30",,"0.00","0.0","0.0","50","53","40","  330","  320","28.0","34.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-11-09","6.71",,"0.00","0.0","0.0","49","59","38","  170","  180","17.0","21.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-11-10","10.74",,"0.00","0.0","0.0","50","53","42","  240","  240","19.9","21.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-11-11","10.74",,"0.00","0.0","0.0","47","56","39","  330","  330","19.9","23.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-11-12","7.38",,"0.00","0.0","0.0","41","46","35","   20","   20","16.1","19.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-11-13","6.04",,"0.00","0.0","0.0","39","48","31","  250","  250","15.0","18.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-11-14","13.42",,"0.00","0.0","0.0","47","55","39","  330","  310","25.9","33.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-11-15","7.83",,"0.00","0.0","0.0","44","50","34","  220","  210","19.9","28.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-11-16","8.05",,"0.00","0.0","0.0","51","62","41","  240","  240","14.1","17.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-11-17","11.63",,"0.00","0.0","0.0","54","63","43","  180","  180","21.9","25.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-11-18","14.09",,"0.00","0.0","0.0","54","59","40","  330","  330","25.1","31.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-11-19","11.86",,"0.00","0.0","0.0","46","55","38","  330","  350","23.9","31.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-11-20","9.62",,"0.00","0.0","0.0","42","46","34","  350","  350","17.0","21.0",,,,,,
